BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
483	-7.53961	-7.5529	0.000327611
484	-7.56076	-7.55291	0.000327337
485	-7.53973	-7.55289	0.000327788
486	-7.56603	-7.55291	0.000328227
487	-7.55383	-7.55291	0.000327558
488	-7.55812	-7.55293	0.000327061
489	-7.55547	-7.55293	0.000326434
490	-7.54704	-7.55292	0.000325988
491	-7.5731	-7.55296	0.000327905
492	-7.53605	-7.55293	0.000329034
493	-7.56326	-7.55295	0.000329035
494	-7.55944	-7.55296	0.000328631
495	-7.55374	-7.55296	0.000327971
496	-7.55904	-7.55297	0.000327538
497	-7.54234	-7.55295	0.000327577
498	-7.54399	-7.55293	0.000327413
499	-7.56241	-7.55295	0.000327307
500	-7.55246	-7.55295	0.000326654
501	-7.55338	-7.55295	0.000326003
502	-7.55255	-7.55295	0.000325355
503	-7.54336	-7.55293	0.000325266
504	-7.55492	-7.55294	0.000324645
505	-7.55983	-7.55295	0.000324289
506	-7.55085	-7.55295	0.000323674
507	-7.54865	-7.55294	0.000323147
508	-7.5557	-7.55294	0.000322556
509	-7.54521	-7.55293	0.00032228
510	-7.54399	-7.55291	0.000322124
511	-7.55121	-7.55291	0.000321511
512	-7.56355	-7.55293	0.000321555
513	-7.55617	-7.55293	0.00032099
514	-7.55244	-7.55293	0.000320367
515	-7.55127	-7.55293	0.000319761
516	-7.54938	-7.55292	0.000319215
517	-7.55926	-7.55294	0.000318833
518	-7.55508	-7.55294	0.000318245
519	-7.55376	-7.55294	0.000317636
520	-7.56107	-7.55296	0.00031741
521	-7.55505	-7.55296	0.000316826
522	-7.54642	-7.55295	0.000316466
523	-7.55493	-7.55295	0.000315884
524	-7.55835	-7.55296	0.000315449
525	-7.54415	-7.55295	0.000315294
526	-7.55876	-7.55296	0.000314889
527	-7.55125	-7.55295	0.000314308
528	-7.5493	-7.55295	0.000313789
529	-7.55312	-7.55295	0.000313196
530	-7.56092	-7.55296	0.000312966
531	-7.54583	-7.55295	0.000312665
532	-7.54028	-7.55292	0.000312983
533	-7.5621	-7.55294	0.000312869
534	-7.55671	-7.55295	0.000312363
535	-7.54988	-7.55294	0.000311832
536	-7.55026	-7.55294	0.00031129
537	-7.5545	-7.55294	0.000310724
538	-7.55573	-7.55295	0.000310189
539	-7.55388	-7.55295	0.000309619
540	-7.54949	-7.55294	0.000309111
541	-7.54457	-7.55293	0.000308927
542	-7.55097	-7.55292	0.000308378
543	-7.56436	-7.55294	0.000308528
544	-7.53894	-7.55292	0.000309032
545	-7.55345	-7.55292	0.000308467
546	-7.54884	-7.55291	0.000307992
547	-7.55637	-7.55292	0.000307494
548	-7.55824	-7.55293	0.000307087
549	-7.55059	-7.55292	0.000306557
550	-7.55456	-7.55293	0.000306014
551	-7.55495	-7.55293	0.00030548
552	-7.55272	-7.55293	0.000304927
553	-7.53642	-7.5529	0.000305833
554	-7.56498	-7.55292	0.000306058
555	-7.5478	-7.55291	0.000305646
